12/10/2018 12:56:52,Front Door Light,activity,online,online
12/10/2018 12:56:52,Front Stoop Lights,activity,online,online
12/10/2018 13:00:14,Back Door Light,activity,online,online
12/10/2018 13:04:17,Garage Doors,contact,open,open
12/10/2018 13:04:57,zAlarmP Upper Doors,contact,open,open
12/10/2018 13:05:01,zAlarmP Upper Doors,contact,closed,closed
12/10/2018 13:07:40,Front Door,lock,unlocked,unlocked
12/10/2018 13:08:12,Front Door,lock,locked,locked
12/10/2018 13:09:15,Front Door,lock,unlocked,unlocked
12/10/2018 13:09:47,Front Door,lock,locked,locked
12/10/2018 13:59:07,Back Door Light,activity,offline,offline
12/10/2018 14:21:08,Back Door Light,activity,online,online
12/10/2018 14:54:27,Back Door Light,activity,offline,offline
12/10/2018 15:26:28,Back Door Light,activity,online,online
12/10/2018 15:37:11,zAlarmP Bottom Door,contact,open,open
12/10/2018 15:37:13,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 15:37:15,zAlarmP Bottom Door,contact,open,open
12/10/2018 15:37:28,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 15:37:57,zAlarmP Bottom Door,contact,open,open
12/10/2018 15:37:59,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 16:19:52,Camera back door,motion,active,active
12/10/2018 16:20:22,Camera back door,motion,inactive,inactive
12/10/2018 16:31:51,Back Door Light,activity,offline,offline
12/10/2018 16:38:25,Front Door Light,switch,on,on
12/10/2018 16:38:26,Front Stoop Lights,switch,on,on
12/10/2018 16:49:47,zAlarmP Bottom Door,contact,open,open
12/10/2018 16:50:19,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 17:07:05,Bottom Door,lock,locked,locked
12/10/2018 17:08:39,zAlarmP GaragePass,contact,open,open
12/10/2018 17:08:56,zAlarmP GaragePass,contact,closed,closed
12/10/2018 17:09:32,Garage Doors,contact,closed,closed
12/10/2018 17:10:12,zAlarmP GaragePass,contact,open,open
12/10/2018 17:10:15,zAlarmP GaragePass,contact,closed,closed
12/10/2018 17:10:18,zAlarmP GaragePass,contact,open,open
12/10/2018 17:10:20,zAlarmP GaragePass,contact,closed,closed
12/10/2018 17:10:30,zAlarmP GaragePass,contact,open,open
12/10/2018 17:10:33,zAlarmP GaragePass,contact,closed,closed
12/10/2018 17:10:35,zAlarmP GaragePass,contact,open,open
12/10/2018 17:11:02,zAlarmP GaragePass,contact,closed,closed
12/10/2018 17:11:04,zAlarmP GaragePass,contact,open,open
12/10/2018 17:11:06,zAlarmP GaragePass,contact,closed,closed
12/10/2018 17:11:19,zAlarmP GaragePass,contact,open,open
12/10/2018 18:08:07,zAlarmP Bottom Door,contact,open,open
12/10/2018 18:08:13,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 18:08:29,zAlarmP Bottom Door,contact,open,open
12/10/2018 18:08:36,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 18:09:06,zAlarmP Bottom Door,contact,open,open
12/10/2018 18:09:09,zAlarmP Bottom Door,contact,closed,closed
